Review,Rating,Words,Palform
Most of the driver decline request after knowing that I wanna pay by bkash. you need to focus on that. thanks,TRUE,21,OBHAI
I am having problems with registration. I Uninstalled it several times and installed it again but same issue. When I'm trying to save my info it says connection lost. Then I tried to register with my fb account. And it took me as a male..i installed it to use obon,FALSE,50,PATHAO
"Lame app. It's not allowing me to open up a new account! It's just saying ""registration blocked, too many account from same device"" How lame . I am not gonna use my older sim and that's why i was opening up a new account with new number. And it's not letting me to open up. And i uninstalled it :)",TRUE,58,UBER
"Idiot app, Cant register..always said already register..but I checked everything... and after that I got news from their agents that they already collect people's number by cheating..and used it for register.. just thing that they are how big idiot and busterd.(updated line) If I can complete my registration and use your app thn I'll Rate by star...😑",TRUE,57,UBER
very poor application. keeps searching for vehicles minutes after minutes while other apps find almost instantly!!! The CNG taxi drivers also don't know where they are going through they are shown the destination place in the map. After mentioning the destination place they deny to go!!!,FALSE,46,OBHAI
Continue improving this app for better experience. Rider's live location sharing needs to be improved,Partially FALSE,15,OBHAI
"You can never rely on this app at emergency situations. They give discounts but after 2/3 rides,they can not provide any drivers. I can see practically obhai cngs on the road of my area but you can never found them on the app. The app suggests cngs which are far apart from the area. Good luck with t..",FALSE,119,PATHAO
I am satisfied with Obhai. They have different vehicles which is very helpful to us but unavaility of vehicles is a major problem here. Fare is also little bit higher then other services..Management should solve the issue.,FALSE,37,OBHAI
I use this app in s7edge . It take too much for loading . I have already cleared the catch file 3-4times but couldn't find any result . Its really sad and bad as i can not use it when it is needed,TRUE,40,SHOHOZ
"Fare is much higher than other ride sharing company. In fact, the interesting thing is: after using promo code you won't get any differences as it is still high (Bike) On the other hand, CNG service is very good as we can ride with 3 people at a time with cheap cost 👍",TRUE,53,PATHAO
Totally unfriendly and slow app. Navigation is not at all easy rather create problems. I am trying to refer the app from the beginning but it is impossible. The app always show error as i try to refer. On the other hand finding trip is very annoying.,TRUE,47,SHOHOZ
it is a very good service.,Partially FALSE,6,UBER
Moto ride fare is too much high compare to uber moto. If you don't reduce you moto ride fare you cant able to survive in this race. I don't use this app only because of it's high fare. Otherwise your app performance is up to the mark. Here I'm telling my honest & personal view. One more thing you sh...,TRUE,60,UBER
I have an Android phone with having Android 8.1 . But the app is too slow and sometimes it doesn't open accurately. Sometimes when i open it it freezes into a black screen. please check the issue. I am using the OnePlus 3 with 6GB ram.,TRUE,45,SHOHOZ
Excellent experience. Even the authority is friendly so are the riders. Worth a shot.,FALSE,14,UBER
Vehicle number is not fully shown in the apps. It should be solved. Your response is very poor.,TRUE,18,UBER
"TONS OF BUGS. THIS APP DOESN’T RESTRICT ME FROM TAKING A RIDE TO AN UNCOVERED AREA (e.g, Dhaka to New York). ANNOYING 1ST CAR RIDE NOTIFICATION POPS UP EVERYDAY EVEN THOUGH I'VE TAKEN MORE THAN ONE CAR RIDE ALREADY. FARES CHANGE DRAMATICALLY AFTER COMPLETING A RIDE (SOMETIMES MORE THAN TWICE THE PRE...",TRUE,52,SHOHOZ
It is one the worst ride service because today i am using it 2 times. when search for CNG taxi then they show me 198 tk then when i am goes for pay then they show me after complete ride 254 tk...only 9km..... Then in the evening i am search it again then they show 178 tk and after complete my ride they sow me 210tk.... After i am saying to all of you my rides is completed in predictable time probably i am thinking its just needed 5 minutes extra.... why the company give us bad service??? i don't know...,TRUE,101,UBER
so slow app! it's hilarious to wait for the app opening! you should work on the app! cause we don't have that much time for one ride! we all are in hurry! and everyone wants everything faster! you app isn't upto that level! and it's too much slow to show how much we have to pay! and we have to wait ...,TRUE,61,SHOHOZ
after the new update app become worst. Doesn't show the current location of the CNG. Doesn't show icon during running time. Some times icon changed to Moto. Giving 1star for current situation. Very upset,Partially FALSE,34,OBHAI
Actual fare (fare after ride) shows much more than estimated fare. Fare rises without any jam or any other exceptions. In consecutive 4 rides on different days I have faced this situation and decided not to use OBHAI further.,TRUE,39,SHOHOZ
I love the service. But I can easily say it's the worst app in the market. Every time app crushing or stuck on splash screen. Highly disappointing. Please spend some money on real developers.,TRUE,34,SHOHOZ
"I rode less than my destination point. Had to pay full fair as if i travelled the whole distance. I reported the issue later but still no response . Worst ride sharing app ever, Shows impossible destination and cuts fair accordingly stupid way , if i dnt get my money back i wont ever use it again ..",TRUE,55,PATHAO
"The algorithm of this app is too poor. It doesn’t show the shortest way that it suppose to give rather than it shows as longer way as possible towards the destination . For this reason, automatically the money get increases. Worst app i've ever used.",TRUE,45,SHOHOZ
Very good personality,FALSE,3,OBHAI
"Worst app..... my phone has 5.2 inch display. After upadting the app on August 2, 2019 its ride now options all the icons r completely disapreared under phone's navigation icon. so as a result I cannot book a ride through this app. Day by day its updates are getting worse.",TRUE,50,SHOHOZ
Good service. Excellent driving. Drivers behavior was also Excellent. i m satisfied.,FALSE,12,OBHAI
Your app gets crushed and sometimes does not work. Even I faced troubles when the driver was unable to end the journey. You need to fix these issues,TRUE,28,UBER
"bogus app. i wanted to change my mobile number in the app as I got a new number.but i was unable to do it. this app keep showing that ""too many registration from the same device"". totally stupid design of the app",TRUE,42,OBHAI
"It doesn't work at all, it stops again and again when I order a ride share, renting is irrelevantly costly. You better fix the problems before launching this app. I wanted to use this app because of the female ride sharing feature. Uninstalling it. Sorry.",Partially FALSE,45,SHOHOZ
"the apps is not opening, registration fail again and again, I was interested to use this apps becouse of there obon service, but unfortunately the apps is irritating, the apps problem should be solved ASP, otherwise people will lose interest",TRUE,40,PATHAO
"The service is very good, but what's the point if you can't even get the service? App crashes everytime I want to request a ride. And Developer team is not a bit concerned about it. What a waste of good initiative.",TRUE,41,PATHAO
Need to update lots of things like Driver accept the request from l'll bit far whereas we choose Obhai for emergency but if driver came latey as he accept request from far away from pickup point then muat be we got the support lately.I faced this problem several times.Also drivers didn’t show intere..,TRUE,53,UBER
"Minimum 2-3 times expensive than Pathao, Uber for Motorcycle ride. Obhai should compare other ride sharing apps. Otherwise remove motorcycle riding option.",TRUE,22,SHOHOZ
"Works well, but fare pricing is almost at Uber rate. Also, please make the font bigger, difficult to read; have to change resolution of phone screen in order to read properly (then have to change screen resolution back, hassle)",TRUE,39,UBER
so slow app! it's hilarious to wait for the app opening! you should work on the app! cause we don't have that much time for one ride! we all are in hurry! and everyone wants everything faster! you app isn't upto that level! and it's too much slow to show how much we have to pay! and we have to wait ..,TRUE,61,PATHAO
Worst ride sharing app ever i swear!! This app shouldn't be on play store. The behaviour of drivers are very cheap and the bikes and cars are also very backdated and too slow to do the job. Their UI and service made me avoid them! I don't know how a ride sharing app can be this worst!,TRUE,57,OBHAI
This app does not show or can estimate possible time it will take to come to you for the pickup. It too does not allow you to navigate through the Google map to the direction you are headed. It's quite disappointing ☹️☹️😞😞,TRUE,42,SHOHOZ
"Uninstalled this app after registration. Now I am trying to register from my new number, but at the end of registration process I got a message saying, "" too many registration from same device "" and I can't use app for ride.",TRUE,40,OBHAI
app needs to be more user friendly most of the time it stops working. setting location on map is a pain. the marker reverse back to current location does not stay on destination,TRUE,33,PATHAO
i have problem to register.... when i try to register its say too many request for the device... but i try to register 1st time... then i uninstall apps and try after 5 days but its say same things... fix thi,TRUE,41,OBHAI
"OBHAI could be my first choice for getting bikes with well-behaved riders and good customer service, BUT because of this damn annoying app I just can't get it! Poor GPS, high charge & data consuming, failed logins, and full of bugs, this app needs a full revamp.",TRUE,47,UBER
Very good & helpful. But you can not find CNG's in peak time as the CNG drivers are not providing trip on app at peak time. They shut down the app and provide trip manually. You guys should work on tha,TRUE,41,UBER
"Sometimes It's useful to have a ride ready ro go. But maximum times the assigned drivers are very unprofessional, rude,even uses slang words.. Is it good for OBHAI app's reputation that they assign illiterate, non sense derivers who don't know how to behave with people, specially women. It’s disgust...",TRUE,49,OBHAI
"What is the customer service doing? It takes weeks to reply? They don't fix rides issues neither they reply to issues. They overcharge every time you take rides. Will show you one, will charge you different. Scam app. Don't use this app.",TRUE,42,PATHAO
Very good opportunities for us . fair is something high but adjustable in reasons.,TRUE,13,OBHAI
Why the hell on Earth you guys removed cars from obhai?? And on top of that what the heck is this software doesn't show path while on ride?? Doesn't show the rides nearby the starting point of the ride?? And why the f*** it gets hanged up???????,TRUE,47,PATHAO
"Customer service is very good!But the problem is comparing to uber moto obhai is expensive.We want to use our country’s service, but if it’s not cheap it will be difficult.Try to adjust your fare comparing to uber moto,then you will definitely find more users.Good wishes. 🙂",TRUE,46,OBHAI
"overcharging is a negative issue in ride sharing.I had a discount while I hired,booked and got on the vehicle but instantly after 12 midnight the fare increased (as the date changed).it should not be as I booked it in discount periods. becareful in providing desired service.",Partially FALSE,47,SHOHOZ
"Full of bugs, crashes every time, specially in the morning. Fare is more than expected. It was a great initiative that turns into bullsh** now. Sorry to say, OBHAI will perish soon if it continues like this!",TRUE,37,SHOHOZ
Disgusting app i have ever seen. most of the ride is not available and also app is not open properly...most bug in the app. When they gave me discount it is not properly used the amount of total discount money. For example: I f i go khilgaon to mohakhali by CNG then its fare showed that 200tk with d...,TRUE,59,SHOHOZ
Navigational system should be more upgrade & the timing of driver should be correct,TRUE,14,OBHAI
"There is a bug called ""Send a feedback"" which is automatically appearing repeatedly despite providing feedback and causing the app to be closed on its own even making the cell phone Android OS hang.",TRUE,34,PATHAO
"Dear team , Good day , I have issue with this APP when I register and asking me to tap my mobile number after that it give me wrong because mobile number must started with 1 !!! In ou country K.S.A there is no Saudi sim card started with 1 , I hope to get my point and support me . Thank you",TRUE,58,SHOHOZ
"Terrible service. No fair refund uber. Estimated fare never matchs final fare. Not fixed like pathao. Customer care drops call during emergency need, saying call you later. How funny. They will survive because it is bd. But in other country they could never run.",TRUE,44,PATHAO
"Service is good, but they really need to focus on the app UI and location accuracy. And most of the drivers don't know how to use the app correctly.",TRUE,29,UBER
Your apps have some problem because always it haven't support in my phone. So repair all bugs. I have installed you apps 3 time but all the time it creat difficulties to use you apps but now it is not able to use your apps so this is bad for your business because it less your company repotation.,TRUE,58,PATHAO
"Ride info isn't being updated real time. Finished my whole ride, but the app is showing ""Driver is on the way..."" screen. Other than the real time issues, it's good.",TRUE,59,PATHAO
"Worst app i've ever seen. When i set the ride location from Panthapath to Bashundhara riverview by cng, the app showed the cost would be 342 tk. But when I reached my destination, the app showed, it would be cost 440 tk""!!!! whereas by local cng, it costs 350 tk.",TRUE,50,SHOHOZ
"Dear sir, How can I unblock my OBHAI Registration. It's showing too many registration from the same device. I have deleted the apps from my device several times due to sort storage capacity of my device. Please fix the problem.",Partially FALSE,40,PATHAO
"bad application, if you add promo then exit app, then again go back to the app and go for a ride, the promo does not work anymore....also if you try to add another promo then it says refferal code already applied what a low class service shame.",TRUE,47,SHOHOZ
Their service is the best among ride sharing services after Uber. Riders are well mannered and you can complain easily if you want. A fix fare is charged in between certain places which shoul be changed. Overall satisfactory.,TRUE,38,OBHAI
"This is a worst one.They give me discount but when I finish the ride the discount is not shown,So I paid too much.On the other I can't contact with then rather they cut 15tk in almost 8 Minutes in their helpline. Worst app ever.",TRUE,45,PATHAO
Often charged over double than the initial cost shown even though the route was the same as ever and the usual traffic flow. You can see the downfall has started,Partially FALSE,30,OBHAI
"Very Poor service in Sylhet, I have to wait huge times after knock. Didn’t find any CNG service after almost 10 times trial. But in Dhaka I had a very good experience of CNG. Need more concentration for Sylhet city. I hope our deshi ride share company will minimize there limitation & do excellent in..",TRUE,55,OBHAI
"worst app. My app is updated but it's asking update again & again. example: I have updated app at 10 am & 11 am its again asking for upadate. while I clicked for update, there is nothing. pleaae clear this bug. too much annoying.",TRUE,44,PATHAO
I cannot even enter the App....i even called the customer care...they blamed Xiaomi... my phone maker for this....how ridiculous but could not give a solution for it......if my play store was not working.....how could other ride sharing and my phone is working just fine... just hated their service!,TRUE,48,SHOHOZ
Service is so poor. After accepting request most of them reject drive knowing destination...... In addition fare is always significant more than estimated without traffic or any cause..,TRUE,28,UBER
They need to increase vehicles to the service,TRUE,8,UBER
"Bugfest of an app. Can't even register without using ""Register with FB"" option. And i don't want to register with my fb. Also, why do you need access to my photos & videos again?",TRUE,34,OBHAI
"as per my experience, during hiring period always shows low amount but after completion of a trip always the rent shows more than hiring. it happened more than 5 times. 295= 341,..........., 155=163.",TRUE,34,OBHAI
"The app frequently crashes, but otherwise is okay. Changes in certain places are also needed like the interface when a rider i booked or when in a ride",TRUE,28,SHOHOZ
Need improve of your app,TRUE,5,SHOHOZ
"Very Poor service . Before the ride, they show a rent and after ride the rent changes with huge difference . The behavior of drivers are bad and they will roam around unnecessary area to increase fares .",TRUE,35,OBHAI
"The worst part of this app is they need facebook ID & password for their login, which is really not acceptable. Why do u need FB ID??? No other app works this way.",TRUE,33,UBER
"I applied a referal code for the first ride discount. But I have not taken the first ride yet. In the mean time I reset my phone and had to install all apps again. When I reinstalled the OBHAI app, the referal code was gone and it would not let me enter a new referal code. I havent taken any ride ye...",TRUE,62,UBER
"The service is good that's why I always prefer to use OBhai. But the app itself has some bugs/technical issue. Everytime I complete a ride with OBhai the probe remains same, the ride don’t close. So everytime the driver has to call the customer care and so do I. This is so annoying and time consumin...",TRUE,56,OBHAI
In the earlier I requested for car in the rush hour and no one accepted it.. I tried in various ride sharing apps but no one response.. Than tried in OBHAI G and same things happened. And suddenly their call centre representatives called me and booked for their OBHAI G ride. It was really helpful as...,TRUE,56,UBER
"Idiot app, Cant register..always said already register..but I checked everything... and after that I got news from their agents that they already collect people's number by cheating..and used it for register.. just thing that they are how big idiot and busterd.(updated line) If I can complete my reg..",TRUE,48,SHOHOZ
"Ride info isn't being updated real time. Finished my whole ride, but the app is showing ""Driver is on the way..."" screen. Other than the real time issues, it's good",TRUE,30,OBHAI
Trusted & Promised service in this sectors. Highly satisfied....,Partially FALSE,9,PATHAO
This is the worst riding app ever. Everytime they are charging more than the price showing while taking the ride. This is one kind of fraudulent way to earn money from people who can't complain. Highly unsatisfied with your service.,TRUE,40,PATHAO
"Doesn't matter if you give the permissions or not, it doesn't let you create an account. It keeps saying connection lost....",TRUE,21,OBHAI
Your font size is so small that irritate people. Please increase font size both for navigation bar and summery statas. It is so small that effect eyes,TRUE,27,PATHAO
It provides such interesting discounts but sometimes the app doesn't run ....My request to the OBHAI authority to improve their app proficiency,TRUE,22,UBER
"CNG service is awesome. i think this is you competitive advantage. so that my suggestion are: - In app ""places save"" system should be added. - Driver should be train about behavio",TRUE,30,OBHAI
"Yes you need to improve in lots of things such as quick response from driver, driver availability, need to pick short distance driver and so on",TRUE,26,OBHAI
Now its registration works. And I got very good service from the CNG driver. Really appreciate it a lot. Nice work and keep it up pls.,TRUE,26,UBER
I am unable to use it because it asks me to go to settings and give the app permissions for location access. Even after giving it a location access it asks me the same thing,TRUE,35,UBER
I am unable to use it because it asks me to go to settings and give the app permissions for location access. Even after giving it a location access it asks me the same thing,TRUE,35,PATHAO
"Why I can't search any ride using obhai apps in my redmi 5 plus set. When I start searching any ride it give an exception message since last 1 year. ""Obhai has stopped"" ........send bug message.....",TRUE,36,PATHAO
the app is good but recent update probably notification panel have some.bugs. try to fix it as soon as possible. thank you,TRUE,22,PATHAO
"Really impressive. I like it. Digital way to get bike,car & CNG Ride. No bartering. Price shown. Really safe",FALSE,20,SHOHOZ
Every time require restart,TRUE,4,OBHAI
Happy with Service,FALSE,3,OBHAI
What a bad app... never gives you proper location... lots and lots of issues other than this... in fact I can write a book on this!,TRUE,26,SHOHOZ
provides good service,Partially FALSE,3,SHOHOZ
Update 18 July'19 - 1030 at night showed surge pricing 1.3x. Took a CNG manually and roads were free with little to no traffic everywhere. You are running a service- at least try to be honest. Discounts are unfair. 13 July'19 offer- 30% discount with max 50 Taka with same day validity. Is this a jok..,TRUE,55,UBER
The app can not locate right positon of client. Also it can not show a route niether for driver to reach the client nor for destination when running.,TRUE,55,SHOHOZ
my ride showed 110 take from Taltola to Mogbazar. But when finished the ride driver told to pay 180 taka. So all of you should avoid OBHAI ride up to solve their problem,TRUE,33,UBER
Nice... App Impressed with all kind of services. Specially OBHAI Car service in Chittagong. Inshallah will take more rides.,FALSE,19,UBER
Not usefull. They could not assign a single ride. Tried multiple times at different hours. Availability very low.,FALSE,18,UBER
This app is useful but need to add some more features.Please try to improve the map as well.Developer kindly try to improve the app bit more.,TRUE,26,PATHAO
Always seeking for an update verson while selecting pick up location. But the update verson is not responding.,TRUE,18,SHOHOZ
Service is not so good as earlier now its hard to find rides in pick hours. Its really annoying,TRUE,19,SHOHOZ
after updating ...cant open the app in xiomi note 5 pro ..it just stops every time while i want to start the app..very poor updating process.,TRUE,26,SHOHOZ
Service is better than any other ride sharing companies in BD but this app is not smooth or fluent to use,TRUE,21,PATHAO
Horrible.. Tried to create account for 30 minutes. Still showing Connection lost. Please try again later....,TRUE,16,SHOHOZ
Worst experience. It crashes on login and ride cost is way more than Pathao or Uber. Totally a garbage,TRUE,19,SHOHOZ
not workable in every phone like itel mobile(few models) for its high accuracy location system..improve this problme or change the system,TRUE,21,PATHAO
Nice to use OBHAI cng in Dhaka city journey. With discount rate it is more suitable for middle class & under middle class people,TRUE,24,PATHAO
This service is very helpful & comfortable for a small journey. Offers are very suitable. I like it.,TRUE,18,OBHAI
"Good app, works smoother than before, majority drivers are professional and well-trained.",TRUE,12,OBHAI
"Poor CNG collection. Service is good but not intellectual. But as they are very fast responsive, so, raising their ratings.",TRUE,20,UBER
Worst App... too high fare... waiting charge/traffic jam charge is added which is hidden after show the fare,TRUE,19,SHOHOZ
This app doesn't work well. I can't even sign up in this app. I crashes. I highly recomended to avoid the app.,TRUE,22,OBHAI
"I can't register. It always says ""Connection Lost"". Fix it ASAP...",TRUE,11,PATHAO
Faced worst experienced while using this app. Riders not available all the time. App getting stuck on some screen. Not recommend!,TRUE,21,UBER
I searched for a ride but they were assigning for a driver for a long time...Then altast I didn’t find any ride. It was loading for a very long time,Partially FALSE,90,PATHAO
I used that for one day and the experience was not that good.. 3rd class app and calculation,TRUE,18,PATHAO
"Routes suggested are always longer than usual, as a result the fare always goes up. Frustrating!",TRUE,16,UBER
At first I didn't verify my email. Now I went to verify but couldn't even after several trials. Now how to verify it?? Anyway all other things are all right though the fare is little high sometimes,TRUE,37,SHOHOZ
"I've taken a cng ride from Dhanmondi to Kamalapur. In the app, they show me the fair amount- 222. But after reaching my destination the driver said, It's 285tk. What is the reason? Because there are traffic jam! Seriously?!",TRUE,39,PATHAO
I registered once few months ago. I forgot password but I don't get any recovery mail. It was happened in emergency time..... How can I use this service!!!!,TRUE,28,SHOHOZ
app crashing everytime i try to search for a ride.i tried reinstalling but the problem persists.fix the bug,TRUE,18,OBHAI
"I like OBHAI's services, especially ride booking option.. Best of luck & keep improving.",TRUE,27,OBHAI
App keeps crashing when opened. Can't even request a ride.,TRUE,19,PATHAO
Nice app. Impressed with SOS Service. Insallah will take more rides.,Partially FALSE,11,OBHAI
before the update everything was smooth. now fare is high also hangs up a lot.need more Improvement on the app,TRUE,20,SHOHOZ
"Ignoring the occasional bugs, this is a great app for local CNG rides.",TRUE,13,PATHAO
after last update the app is not working properly. facing lots of issue,TRUE,13,SHOHOZ
CNG is too much costly☹️ total disappointed... Please fixed it,TRUE,10,UBER
I am not getting OTP.Waited for 5 minutes at least but this app is not sending otp.Stupid App,TRUE,18,OBHAI
The app still have bug problems and the fare of the transport is tremendously high,TRUE,15,SHOHOZ
the app has made tremendous improvement since its launch. service is far more better and more drivers are engaging with Obhai,TRUE,21,OBHAI
Every cost is 2 to 3 times higher than the others. Do not use this. Just spend money and time.,TRUE,20,OBHAI
good service with low price but sometimes riders cant receive call,Partially FALSE,11,SHOHOZ
"bhai install korar por theke 3 times joruri proyojone ride search diyechilam,but not got a single rider. it should improve more.",TRUE,22,SHOHOZ
One of the best experience I had so far using Chittagong OBHAI CNG. Their availability is excellent. Well behaved riders 😍,TRUE,21,OBHAI
Bad apps too many bugs. Can't register probably the server error,TRUE,11,PATHAO
Their fare calculating system is worst. A 2.83 km ride showed a fare of 100 tk. Where I go with other apps in only 40-50 tk.,TRUE,26,SHOHOZ
Obhai is very much affordable ride sharing app. Fare is too less compared to other ride sharing app.,TRUE,18,UBER
Price is high compared to local rate... right now it is showing 220tk when local cng goes at 130-150tk easily.... so why use the app?,TRUE,25,OBHAI
Most of time shows no raide is available and take more time to selected a raiders,TRUE,16,UBER
"Ride cancel not possible this version, & map not working properly.",TRUE,11,SHOHOZ
"Can't open account, showing too many attempt from same device, although it is first time",TRUE,15,OBHAI
Best App I have ever seen for transportation! but please try to make 24/7 customer service for us!!,Partially FALSE,19,UBER
"Thanks for making CNG available in the app. However, it's take quite some time to get one. Try to recruit more drivers",TRUE,22,PATHAO
i use it very often. Service of OBHAI is simply excellent,TRUE,11,PATHAO
"Good experience with CNG ride, But developers need to improve app interface quality.",TRUE,13,PATHAO
What is wrong with it ? from 8/15/2019 it's saying 'please update with new version' !!! Garbage,TRUE,17,PATHAO
I haven't found any CNG yet after trying many times. Cars in number are so less......need to improve ur service plus vehicles such as CNG n cars.,TRUE,27,UBER
ocation does not work After enable location service on phone.,TRUE,10,OBHAI
"wrost service ever,for a ride you have to wait long time.After long time they will cancel it..i am uninstalling it👎👎",FALSE,20,UBER
Worst experience in first ride please don't go for it maximum time it'll show you less fare and after going the charge increases!!,Partially FALSE,23,PATHAO
It wouldn't let me log on to my account using my Facebook account. Very poor results after update.,TRUE,18,PATHAO
Service is good.but app doesn't work properly.in pick hour can't open this app,TRUE,13,OBHAI
"Nice one. But, need to improve crash issue.",TRUE,8,UBER
Very disappointing service ..call and call but all driver cancel ride,TRUE,11,OBHAI
Frequently it log me out. Cannot use it properly.,TRUE,9,PATHAO
"your price so high. If you give small money,you will get more passengers & Topper in BD.",Partially FALSE,18,SHOHOZ
One of the best service i've ever taken at Chittagong. specially OBHAI supply collection(car collection) is awesome...nd my last experience was yesterday with lancer car nd the rider behavior was decent nd that was impressive... thank u Obhai G at Chittagong...,Partially FALSE,41,UBER
Best ride sharing app ever. Made my everyday journey a lot easier.,TRUE,12,PATHAO
They change the fair and location to harras passangers....i paid 265 instead of 190 taka due to their app problem... Uber is better,TRUE,23,UBER
Maximum time it shows FALSE fare estimate! Please fix it!,TRUE,10,PATHAO
Obhai riders are so professional and well mannered. Moreover the app is so smooth and always I have experienced quality service.,TRUE,21,UBER
"I am not getting any OBHAI car in buddha mandir bus stop but getting UBER immediately. In last 5 days I used UBER 7 times from Buddha mandir but not OBHAI because they are busy. As I know all drivers are using all apps, why they are not accepting OBHAI?",TRUE,50,SHOHOZ
I have travelled twice with their microbus in some critical situations and their service was awesome.,TRUE,16,OBHAI
Their app is not able to even sent the OTP though I tried more than 10 times...,TRUE,17,UBER
"worst app one can use! even after informing the customer care, their so called feedback never appeared.",TRUE,17,OBHAI
It is excellent for quick transport but sometimes shows technical problems,TRUE,11,OBHAI
Apps is to much slow... And send bug's. And suddenly stops the apps,TRUE,13,PATHAO
"the poor ride sharing app ever i seen, uber and pathao app is too fast and easy ride sharing app.",TRUE,20,UBER
excellent but little bit higher price compare to uber and others,TRUE,11,PATHAO
The service is totally disgusting. I waited for half an hour at a busiest place in Chattogram but I could not find any biker there.Just disgusting.,TRUE,26,PATHAO
Stupid service. Cannot find any vehicle when need.,TRUE,8,PATHAO
Useless app with a lots of annoying notifications. Jei taka marketing e dhaltesen oi taka diye app develop koren ar CNG/Car shonkha baran. 6 month por abat install korbo. Ashay roilam.,TRUE,32,OBHAI
"There is no upgrade option, Everytime have to reinstall, which is annoying",TRUE,12,SHOHOZ
very poor service. they show less fare before starting the ride and want more fare after the ride.,Partially FALSE,18,PATHAO
Could not reserve cng using updated apps.Takes more time to reserve a ride than previous version.,TRUE,16,OBHAI
Utterly useless.. Whenever i tried using it never assigns just shows assigning.. Thus im uninstalling,TRUE,15,UBER
I can't even register. The app keeps crashing. Stupid app,TRUE,10,SHOHOZ
"Mxm time Don't response the driver,, and want the app update is so irritating and ridiculous.",TRUE,17,OBHAI
useful but dustarbing app. so much push notification. ovarall a bad app.,TRUE,12,UBER
"Worst experience ever. This apps is so slow, so buggy. Discount doesn't work properly. Don install this shity app!! ☹️",TRUE,20,SHOHOZ
Its really the best one...but sometimes the riders do no show well behave and making late...,Partially FALSE,16,OBHAI
"service to be improved, vehicles not available regularly.",TRUE,8,UBER
always showing 'Connection lost'. I rate it not more than 1.,TRUE,11,SHOHOZ
"It shows ""connection lost"" error when trying to register.",TRUE,9,OBHAI
Very good apps. But rides are not available sometimes.,TRUE,9,UBER
"It's ride price higher than other's.When traffic jam face it,ride price is increase.I've decided not to use this app.",FALSE,20,UBER
3 class app... Many time i tried to sign up but not work properly.,TRUE,14,SHOHOZ
"app is getting crappy day by day,crashing frequently",TRUE,9,SHOHOZ
Worst ride sharing app. Full of bugs. Totally disappointing,TRUE,9,SHOHOZ
"Excellent, Awesome, Amazing, Wonderful, Superb, Great, Easy to use, Very Useful, Helpful",TRUE,12,OBHAI
"Excellent, Awesome, Amazing, Wonderful, Superb, Great, Easy to use, Very Useful, Helpful",TRUE,12,OBHAI
"While opening apps,it is asking to update but not updating in Google play store",TRUE,15,OBHAI
"Doesn't work properly When you need it, you will not get it. So it is called a useless thing during the hire a car.",TRUE,24,OBHAI
Too much slow compare to others... And Fare rate.. O my goodness...Fare rate is very higher than others...This is disappointing.. You should be concerned about it...,TRUE,26,PATHAO
its crash very often. its disgusted me. update or stop.,TRUE,10,SHOHOZ
"Service is very bad.... Drivers do not pick up call or willingly they cancel the ride is much done by cng drivers.. They are not well trained. Their behaviour is so bad and do not respect customers.. If this continues , no one will be satisfied with obhai",TRUE,47,OBHAI
Very uncompetitive prices and it takes a long time to get a ride,TRUE,13,UBER
Need to increase more vehicle.. otherwise it's good and fare is also reasonable,TRUE,13,PATHAO
I think its pretty better for those who have a great taste 👏🔥💯👍Keep up guys.u can improve more than Ubar or pathao. but need to devlop the app a little bit💙,Partially FALSE,31,SHOHOZ
you just deserve -10★... whenever i just tried to get a ride each and every time i was failed... actually you guys were failed to provide the service you advertised about..Just the cheapest service i've ever had.. In between last two months i couldn't even got any ride after so many attempts of trying...,TRUE,54,SHOHOZ
horrible app! their promos are of no use when u can't use them in our urgent moments,TRUE,17,UBER
Overall its good. Please add the option to order for later time.,TRUE,12,OBHAI
The app shows me 100taka fare but when i reached my destination the app charged me 205tk! double fare! What is this? I am totally disturbed for this and this was my first and final ride on obhai! :),TRUE,38,UBER
good service; should more disclose reg. promo code & improve information through sms.,TRUE,13,PATHAO
Good service but I couldn't get available driver in my location ( oxygen),TRUE,23,UBER
The app stops responding in Android kitkat 4.4.2 phones.,TRUE,9,OBHAI
the price is too much high...bad experience...never recommended.,TRUE,8,PATHAO
The worst. Never ever provide any service at all. There is no need of having this sort of not working type app. You people just waste my mbs. It never works. How come!,FALSE,66,PATHAO
service is good but app should be more user friendly.,TRUE,10,PATHAO
"Most often it is found that CNG are not available. If it is happened frequently, you'll loss your clients.",FALSE,19,PATHAO
Very good and reliable service,TRUE,5,SHOHOZ
Fare is high more than other app like uber! Fare should be more accurate with the location!,TRUE,17,OBHAI
3 🌟 are given due to add CNG in their services. But the location of vehicle is not accurate as it showing on map and as driver giving his location over phone call.,FALSE,33,OBHAI
when I open this App it keeps saying please rate your driver but when I rate my driver it discloses automatically. 😤😤 please solve the problem. I am very frustrated,TRUE,30,SHOHOZ
Navigation is quite disturbing. And fare prices are too high.,TRUE,10,PATHAO
". obhai app could not be open. when try to open, it showed, could not connect internet. pls solve..the problem..",TRUE,19,UBER
"very good apps, but promotional offer is so little..",FALSE,9,UBER
Good apps But Need Bug Fixes,TRUE,6,PATHAO
Need to fix bugs for oreo and pie related bugs.,TRUE,19,SHOHOZ
"great apps & services. rider /driver are well educated, professional & well behave. best wishes for obhai",FALSE,17,SHOHOZ
